bird_id,date,color,frequency,trial_order,time,time_numeric,time_decimal,light_int_left,light_int_right,mean_light_int,delta_light_int,temp,r_h,light_position,direction,direction_binary,preference,preference_binary,latency_new,speed,latency_new_frames,video_new,video_new_frames,body_move_freq,head_move_freq,day_from_start,day_from_start_order,light_int_at_position,light_int_not_at_position
19_YOWW,1/5/2021,Blue,Steady,6,12:05,1205,12.08,8273,8273,8273,0,3.89,71.2,Right,Right,1,Toward,0,534.734,0.006844525,16042,16.082,482,4,11,20,7,8273,8273
20_GOYW,1/5/2021,Red,Pulse,5,13:10,1310,13.17,8368,8525,8446.5,157,3.83,71.5,Right,Right,1,Toward,0,4.404,0.83106267,132,2.036,61,0,2,20,7,8525,8368
20_GOYW,1/6/2021,Blue,Pulse,6,13:23,1323,13.38,2689,2210,2449.5,479,5.78,63,Right,Right,1,Toward,0,6.14,0.596091205,184,2.803,84,1,3,21,8,2210,2689
12_BRYY,1/6/2021,Blue,Pulse,7,14:04,1404,14.07,2109,2689,2399,580,5.78,64,Right,Right,1,Toward,0,4.238,0.863614913,127,0.667,20,1,1,21,8,2689,2109
7_WBYY,1/6/2021,Blue,Pulse,7,14:46,1446,14.77,3943,2628,3285.5,1315,4.39,63.5,Right,Right,1,Toward,0,29.062,0.125937651,872,26.426,793,6,24,21,8,2628,3943
20_GOYW,1/7/2021,Blue,Steady,7,11:22,1122,11.37,8846,7927,8386.5,919,5.28,58.8,Right,Right,1,Toward,0,4.605,0.794788274,138,2.469,74,1,3,22,9,7927,8846
16_WRGB,1/7/2021,Red,Steady,8,12:17,1217,12.28,6261,5884,6072.5,377,6.67,55.4,Right,Right,1,Toward,0,5.005,0.731268731,150,2.302,69,1,2,22,9,5884,6261
6_RRBY,1/7/2021,Blue,Pulse,8,12:45,1245,12.75,5269,9701,7485,4432,6.06,57.5,Right,Right,1,Toward,0,62.296,0.058751766,1869,62.296,1869,2,16,22,9,9701,5269
13_WBRG,1/8/2021,Blue,Steady,8,10:40,1040,10.67,2707,4794,3750.5,2087,1.28,68.4,Right,Right,1,Toward,0,4.871,0.751385752,146,1.301,39,1,1,23,10,4794,2707
17_YGWO,1/8/2021,Red,Pulse,8,11:53,1153,11.88,5284,6728,6006,1444,2,64.1,Right,Right,1,Toward,0,125.191,0.029235328,3756,120.6415,3619,8,79,23,10,6728,5284
25_GGBG,1/8/2021,Blue,Steady,8,12:22,1222,12.37,4983,13301,9142,8318,13.72,62.5,Right,Right,1,Toward,0,5.306,0.689785149,159,1.601,48,0,2,23,10,13301,4983
