x
-0.036497
-0.035817
-0.035116
-0.034395
-0.033651
-0.032885
-0.032094
-0.031278
-0.030436
-0.029566
-0.028667
-0.027737
-0.026775
-0.025779
-0.024747
-0.023677
-0.022568
-0.021417
-0.020222
-0.018979
-0.017687
-0.016342
-0.014941
-0.013481
-0.011957
-0.010366
-0.008703
-0.006963
-0.00514
-0.00323
-0.001224
0.0008823
0.0030985
0.0054326
0.007894
0.0104933
0.013242
0.016153
0.0192407
0.022521
0.026012
0.0297338
0.0337092
0.0379638
0.0425266
0.0474306
0.0527134
0.0584177
0.0645927
0.0712946
0.0785881
0.0865476
0.095259
0.1048213
0.1153483
0.1269711
0.1398391
0.1541214
0.170007
0.1877018
0.207423
0.2293865
0.253787
0.2807666
0.3103728
0.3425093
0.37689
0.4130135
0.4501791
0.4875521
0.5242699
0.5595567
0.5928113
0.623646
0.6518789
0.6774953
0.7005981
0.7213616
0.7399946
0.7567157
0.7717373
0.7852569
0.7974532
0.8084849
0.8184917
0.8275953
0.8359016
0.8435025
0.8504777
0.8568962
0.8628183
0.8682963
0.8733758
0.8780968
0.8824944
0.8865994
0.8904391
0.8940374
0.8974157
0.9005931
0.9035864
0.9064107
0.9090797
0.9116054
0.913999
0.9162702
0.9184281
0.9204808
0.9224356
0.9242992
0.9260779
0.9277771
0.929402
0.9309574
0.9324475
0.9338763
0.9352474
0.9365643
0.9378301
0.9390476
0.9402195
0.9413484
0.9424365
0.9434859
0.9444988
0.9454768
0.9464219
0.9473356
0.9482194
0.9490748
0.9499031
0.9507056
0.9514835
0.9522378
0.9529696
0.9536799
0.9543696
0.9550396
0.9556908
0.9563238
0.9569395
0.9575386
0.9581216
0.9586893
0.9592422
0.959781
0.9603061
0.960818
0.9613172
0.9618043
0.9622796
0.9627435
0.9631965
0.963639
0.9640712
0.9644936
0.9649065
0.9653101
0.9657049
0.9660911
0.9664689
0.9668386
0.9672006
0.967555
0.967902
0.968242
0.968575
0.9689014
0.9692213
0.9695348
0.9698423
0.9701439
0.9704396
0.9707298
0.9710145
0.9712939
0.9715682
0.9718375
0.9721019
0.9723615
0.9726166
0.9728671
0.9731133
0.9733552
0.973593
0.9738267
0.9740564
0.9742824
0.9745045
0.974723
0.974938
0.9751494
0.9753575
0.9755622
0.9757638
0.9759621
0.9761574
0.9763496
0.9765389
0.9767253
0.9769089
0.9770897
0.9772679
0.9774434
0.9776163
0.9777868
0.9779547
0.9781203
0.9782835
0.9784444
0.978603
0.9787594
0.9789137
0.9790658
0.9792158
0.9793638
0.9795098
0.9796539
0.979796
0.9799363
0.9800747
0.9802113
0.9803462
0.9804793
0.9806107
0.9807404
0.9808685
0.980995
0.9811199
0.9812433
0.9813651
0.9814855
0.9816044
0.9817218
0.9818378
0.9819525
0.9820658
0.9821777
0.9822883
0.9823977
0.9825057
0.9826125
0.9827181
0.9828225
0.9829257
0.9830278
0.9831287
0.9832284
0.9833271
0.9834247
0.9835212
0.9836166
0.983711
0.9838044
0.9838968
0.9839882
0.9840786
0.9841681
0.9842566
0.9843443
0.984431
0.9845168
0.9846017
0.9846857
0.9847689
0.9848512
0.9849328
0.9850135
0.9850933
0.9851724
0.9852508
0.9853283
0.9854051
0.9854811
0.9855564
0.985631
0.9857048
0.985778
0.9858504
0.9859222
0.9859933
0.9860637
0.9861335
0.9862026
0.9862711
0.9863389
0.9864061
0.9864727
0.9865387
0.9866042
0.986669
0.9867332
0.9867969
0.98686
0.9869225
0.9869845
0.987046
0.9871069
0.9871672
0.9872271
0.9872864
0.9873453
0.9874036
0.9874614
0.9875188
0.9875757
0.987632
0.9876879
0.9877434
0.9877984
0.9878529
0.987907
0.9879606
0.9880138
0.9880666
0.988119
0.9881709
0.9882224
0.9882735
0.9883242
0.9883744
0.9884243
0.9884738
0.9885229
0.9885717
0.98862
0.988668
0.9887156
0.9887628
0.9888097
0.9888562
0.9889023
0.9889481
0.9889936
0.9890387
0.9890835
0.989128
0.9891721
0.9892159
0.9892594
0.9893025
0.9893453
0.9893879
0.9894301
0.989472
0.9895136
0.9895549
0.9895959
0.9896366
0.989677
0.9897172
0.989757
0.9897966
0.9898359
0.9898749
0.9899137
0.9899522
0.9899904
0.9900283
0.990066
0.9901035
0.9901406
0.9901776
0.9902142
0.9902507
0.9902869
0.9903228
0.9903585
0.990394
0.9904292
0.9904642
0.9904989
0.9905335
0.9905678
0.9906018
0.9906357
0.9906693
0.9907028
0.990736
0.990769
0.9908018
0.9908343
0.9908667
0.9908989
0.9909308
0.9909626
0.9909941
0.9910255
0.9910566
0.9910876
0.9911184
0.991149
0.9911794
0.9912096
0.9912396
0.9912694
0.9912991
0.9913286
0.9913579
0.991387
0.9914159
