"wl","Blue_20cd","Blue_40cd","Blue_80cd","Blue_120cd","Red_40cd","Red_80cd","Red_120cd","Red_240cd"
515,2759.24862064818,3061.96301062118,3746.82177014166,4511.86922914961,2376.22410203897,2379.20564323296,2369.31872307487,2387.09360143641
516,2729.95722659745,3008.42512668781,3636.12920249848,4344.11592810098,2376.30753720125,2379.33486533956,2369.50456591397,2387.17849268811
517,2703.19455930836,2959.37605182132,3534.22553024825,4187.76462540893,2376.60010952452,2379.53040252274,2369.45527478061,2386.9635152291
518,2680.21430521712,2917.01254513695,3445.71110800475,4049.26476099906,2377.08356895707,2379.82321318866,2369.26573649739,2386.59778626346
519,2658.05619348237,2876.36308198504,3360.71957060116,3917.3132756517,2377.43286449927,2380.0319285449,2368.8703246659,2386.3454984262
520,2636.81347159402,2837.67750220576,3279.6474453185,3792.41232853642,2377.73780179852,2380.19150515476,2367.96234497666,2386.25569826162
521,2617.72606212841,2802.96346921679,3206.49432285624,3679.14739665025,2378.10337272573,2380.37371928966,2366.71377882232,2386.180367582
522,2599.55370687379,2769.88619373474,3136.79843317525,3572.34039751481,2378.22730561656,2380.45243171931,2365.77701335772,2386.08810192431
523,2582.2927300899,2738.55418923642,3070.61186539042,3473.02954338904,2377.86424582328,2380.37829169872,2365.04552048856,2385.95046520023
524,2566.45782614807,2709.92953455984,3009.79965250249,3383.06226210557,2377.23130095685,2380.2355089893,2364.23072581406,2385.79162834298
525,2551.58629200384,2682.95778846342,2952.61944030109,3298.47429454653,2376.71989274094,2380.09828512031,2363.71194702936,2385.65909742184
526,2537.79313822936,2657.71696483749,2899.34363839034,3219.63049893083,2376.31716339948,2379.82912730443,2363.65587409528,2385.57047299146
527,2525.30640403054,2634.70805637748,2850.82901283994,3148.41039988907,2375.84462632912,2379.38405567846,2363.9055167913,2385.51916042984
528,2513.83292931355,2613.51109004953,2806.20974413788,3083.12173792084,2375.44526001262,2378.97754115779,2364.35467254046,2385.51637304131
529,2503.07955398453,2593.70609281978,2764.62001277213,3022.0722535257,2375.26204293274,2378.82405465787,2364.89713876581,2385.57332413022
530,2493.21034613152,2575.70445701866,2726.61607204849,2966.49742634233,2375.32164635444,2379.12644148638,2365.89693558165,2385.75485357082
531,2484.33208248562,2559.6290455289,2692.48894361877,2917.00667472004,2375.51694486577,2379.69677828973,2367.25740382791,2386.00819262298
532,2476.06566591761,2544.62709114503,2660.97496049001,2870.96864722437,2375.79022193407,2380.16338299142,2368.18132201611,2386.16814166943
533,2468.565498632,2530.90717009057,2632.92126212916,2828.98288603749,2376.38075001562,2380.60989403634,2368.52741634517,2386.26235079725
534,2461.93176298749,2518.75283839468,2608.61478173915,2791.9641610725,2377.24502480593,2381.15258445668,2368.69732000612,2386.37698352458
535,2455.70403208613,2507.42379856036,2585.95154293097,2757.75396249141,2377.90116463121,2381.46872405695,2368.70817199858,2386.43461038077
536,2449.76184078517,2497.01474822326,2565.02589139067,2727.29389251073,2378.35091617593,2381.4553000478,2368.50040437349,2386.27275194168
537,2444.36906969077,2487.8095004007,2546.65460304904,2701.14689352248,2378.7626560609,2381.30516870806,2368.07594128458,2385.96816629684
538,2439.64181052837,2479.35143066821,2529.81734688424,2676.5864659519,2378.90444751681,2381.13940344453,2367.54415988571,2385.80228024623
539,2435.79053356299,2471.82049523631,2515.41582293516,2654.20548842702,2378.57963047172,2380.71502098354,2366.42476709593,2385.78798120363
540,2432.65684829426,2465.33944678847,2503.5666126929,2634.94627333004,2378.01096381935,2380.05625634354,2364.86921321942,2385.79166506729
541,2429.80355529946,2459.36585560964,2492.0717073139,2616.60647171743,2377.59563923888,2379.68501036955,2363.9344904877,2385.87502136384
542,2427.47338350874,2454.14791135595,2481.04184654755,2599.45902365469,2377.21389184913,2379.69145760463,2364.0554698866,2386.23307858834
543,2425.78458740942,2449.82786549156,2471.3941229088,2584.3888341167,2376.68471802567,2379.81801079428,2364.60046929617,2386.78961160216
544,2424.11325591457,2445.70438101344,2462.14005670243,2570.11150152398,2376.31345133286,2380.0649280872,2365.02665128925,2387.19942948132
545,2422.70873625936,2441.97157403981,2452.94331427789,2556.58352234313,2376.16668786983,2380.72478758524,2365.52891131212,2387.35815444126
546,2421.75595376103,2438.86185312988,2444.37338707305,2544.30294806064,2376.11843877668,2381.69110592156,2366.24798230817,2387.43704116768
547,2420.5343644557,2435.73131994209,2436.80053302525,2532.79770962685,2376.18516017929,2382.36554904184,2366.55978309588,2387.50434744194
548,2418.77573182698,2432.43850710501,2430.42473456439,2522.27053073596,2376.52845441251,2382.61721840922,2366.19458433337,2387.38648058336
549,2416.85955295669,2429.30956180107,2424.93755626202,2512.89387393615,2377.08990058806,2382.76541268877,2365.61733771253,2387.12341539837
550,2415.03688427827,2426.40200751956,2419.94662926796,2504.1502784587,2377.55591999715,2382.88709362903,2365.30598360255,2387.10376089906
551,2413.33170068262,2423.71841471395,2415.80849102947,2496.16433754081,2377.94529520355,2382.87554172565,2365.0834622543,2387.32318138019
552,2411.64368149183,2421.24185205576,2412.70777645921,2489.1594167299,2378.39524030111,2382.6947335274,2364.61882439219,2387.59991017353
553,2410.03743978608,2419.00059036138,2409.99426290514,2482.76621372263,2378.7698238761,2382.5276748625,2364.15917609577,2388.05640984669
554,2408.5775886456,2417.02290044722,2407.01772771523,2476.61542621562,2378.93311451483,2382.55737155918,2363.95162344456,2388.81514296726
555,2407.22689016446,2415.4137862656,2403.83702090987,2470.88883806653,2378.71369425999,2382.82735488401,2364.18859847257,2390.04531429779
556,2405.94909518337,2414.10351183167,2400.83395522099,2465.76333627733,2378.26608719853,2383.20583655379,2364.78348428157,2391.60729180249
557,2404.81029990246,2412.85823805601,2397.8427520639,2460.86227326117,2377.94327498313,2383.61284307204,2365.56481355274,2393.16028285141
558,2403.88309295446,2411.91744797029,2394.59244329772,2456.11051078607,2377.56633627967,2384.1265276755,2366.39312461797,2394.64588039823
559,2403.12965644979,2411.3054950206,2391.21618398965,2451.70850374481,2377.04682797458,2384.77384137757,2367.27748448081,2396.24151068123
560,2402.45047680503,2410.46584573921,2388.15438036711,2447.69299423759,2376.87344905141,2385.39800734678,2368.26921882994,2397.96013099736
561,2401.8611890577,2409.15179872054,2385.6848269744,2444.10077960571,2377.23891812694,2385.92847186456,2369.428944975,2399.61916508273
562,2401.3661791733,2407.67789225756,2383.64126253804,2440.88286994388,2377.82986100524,2386.41982272758,2370.76681596891,2401.26941375942
563,2400.84905996045,2406.32945243036,2381.79800955883,2437.94732648252,2378.37583745068,2386.90299537729,2372.25846111527,2403.27389995327
564,2400.35271524717,2405.03789454661,2380.07651727961,2435.55374031223,2379.09772087759,2387.18326939496,2374.0856567645,2405.51606199299
565,2399.94371538571,2403.7161538477,2378.46676564974,2433.65440655851,2380.08961987962,2387.35702911729,2376.20861518125,2407.87560788635
566,2399.54120297101,2402.62183631439,2376.84587322968,2431.69644250415,2380.89094699015,2387.89186711883,2378.27061954044,2410.70996507784
567,2399.12110809653,2401.81212662948,2375.79179079163,2429.74923713927,2381.10816815538,2388.78198048614,2380.04283260052,2413.94821109684
568,2398.70651119639,2401.13347319527,2375.21953451974,2428.03334688245,2381.04387038133,2389.8025247777,2381.7109776623,2417.47404797836
569,2398.2872803765,2400.52737757178,2374.0118210924,2426.22264015917,2381.28164779106,2391.09253027592,2383.54017871424,2421.57683992532
570,2397.77013271647,2400.09588125197,2371.43489759488,2424.0343351432,2381.7305361217,2392.6597902271,2385.27245308733,2425.79145881292
571,2397.19867867134,2399.86463765002,2368.25174628318,2421.70037430825,2382.17285163228,2394.4421566614,2386.93959778235,2430.17169125617
572,2396.76812641011,2399.66056620768,2365.59018659173,2419.66671252972,2383.0021092287,2396.473748037,2389.24140629239,2435.78527356771
573,2396.56898164117,2399.5023437335,2363.149908791,2418.13299671444,2384.50056748937,2398.70132922066,2391.603544066,2442.28948072254
574,2396.4837769092,2399.42637096709,2360.51113475837,2416.82840024789,2386.4068685444,2401.16252772142,2393.92706240249,2449.33261074135
575,2396.39576063767,2399.28615324683,2358.62248133866,2415.49316772347,2388.29910262715,2404.02775596091,2397.62483357111,2457.96893450534
576,2396.3214377665,2399.06287095041,2357.94881776331,2414.07877557469,2390.00051721815,2406.98175688375,2402.97773019342,2467.91603596146
577,2396.33433219433,2398.83560930099,2358.02927005635,2412.71708909763,2391.72822026069,2409.9288386795,2409.26525086771,2478.70505727613
578,2396.40322078277,2398.60473090517,2358.42384025144,2411.41893617949,2393.65109268231,2413.36876163723,2416.39820682835,2491.11060665983
579,2396.49688039341,2398.37059836956,2358.69253038224,2410.19514470749,2395.93801541054,2417.801286046,2424.2874093097,2505.90729232304
580,2396.74514330566,2398.18586915945,2359.32107949178,2408.93997292234,2398.15681434893,2422.95683688396,2432.59001157242,2522.26674155874
581,2397.0867889187,2398.02624717968,2360.43349834959,2407.67611466254,2400.35091733801,2428.65520148555,2441.54127495785,2539.97673575652
582,2397.20401477372,2397.77666469618,2361.04719657915,2406.60705121197,2403.40260821085,2435.53018367428,2451.91917282137,2560.73611427177
583,2396.96538427404,2397.36897825801,2360.35549090115,2405.76727082622,2407.14401024649,2443.22459986571,2462.52323566398,2583.15626199188
584,2396.57515714616,2396.87237536128,2358.99755159853,2405.06429060033,2411.27252409726,2451.58789080499,2473.4144841194,2607.04956155701
585,2396.21907541603,2396.37778469241,2358.15956863811,2404.51113507732,2416.46834965617,2461.56379681006,2487.26312674208,2635.91634895173
586,2395.77959013127,2395.76999007111,2358.30463467057,2404.43407286173,2422.64786069048,2472.61132703154,2503.4152086565,2668.39604543199
587,2395.20544756897,2395.07861313225,2358.81670117907,2404.72489496154,2429.5405320767,2484.52430706863,2520.91341747633,2703.45586459004
588,2394.78183259929,2394.61183928503,2359.26324637921,2404.74490952494,2437.54621537167,2498.74870191212,2541.97292548989,2745.08783091495
589,2394.5824474282,2394.41930226085,2359.87516052331,2404.33214035417,2446.49508508574,2514.66646130571,2566.21314268275,2791.49726675906
590,2394.45010355271,2394.31774897125,2360.70547096941,2403.79493758309,2456.27885312582,2531.889395471,2592.94077810045,2841.62250892441
591,2394.32364977954,2394.26603459557,2361.05486159168,2403.20009885736,2467.38967714358,2552.20826011567,2623.9019526213,2900.55510357466
592,2394.29867496246,2394.47558356007,2360.88927058771,2402.47203021361,2479.2593257277,2574.63255794266,2657.4712655265,2965.76782569894
593,2394.39087651622,2394.89820455064,2360.56733862201,2401.63051294562,2491.89590708494,2598.75208854762,2693.41252234028,3036.07161668165
594,2394.41926608898,2395.10332913602,2359.97880326917,2400.88540758471,2506.65608829405,2627.22805297736,2735.55565330555,3118.5652722793
595,2394.14928397735,2395.03830321844,2358.43513147268,2400.11181008517,2522.56624883838,2658.71515513375,2781.69095911017,3209.648406348
596,2393.73185265259,2394.92640930547,2356.22713278147,2399.24738750822,2539.39895787402,2692.57548588429,2831.01237228759,3307.53179325526
597,2393.56420702482,2394.75098387397,2354.71355867828,2398.59585704558,2559.63016698894,2732.53132672428,2889.45527084906,3422.03096952476
598,2393.75785771907,2394.26192601281,2354.17283150222,2398.32561189248,2582.45440759687,2776.9762281053,2954.91256252313,3549.2269010433
599,2394.08867214278,2393.52073094353,2353.86654771508,2398.25707590297,2607.08873013842,2824.8896678182,3025.6138373342,3686.36256714865
600,2394.45042037963,2392.97812934197,2353.62821998356,2398.17201225704,2636.04286474174,2880.87281836716,3107.99949673737,3844.99652454093
601,2394.99264630013,2392.75339884967,2353.79042093668,2398.08257369477,2668.46752774165,2942.94978486883,3199.28598546845,4019.84694631996
602,2395.76838099942,2392.65734110774,2354.46858792342,2398.09426150431,2703.19538777459,3008.9929466756,3296.44410412467,4205.57295232601
603,2396.5266253981,2392.67797279138,2355.17053069049,2398.12886168782,2742.25910342124,3083.37588764525,3405.54578795323,4413.64451936999
604,2397.01638041677,2392.80331057578,2355.40405898458,2398.10816024745,2787.69133326226,3170.47219163558,3532.66297220134,4655.53162426278
605,2397.20886774381,2393.25734907843,2354.89314254651,2398.05741187421,2836.51670935247,3264.55706506844,3669.65443643056,4916.6350495976
606,2397.26802793013,2393.92307504351,2354.01251818351,2398.01565653682,2888.58649768384,3365.04126229385,3815.82449745399,5195.24107874298
607,2397.23194019013,2394.27699333629,2353.24614624181,2397.92535815393,2950.17330774272,3484.00168906193,3988.41339639612,5522.14793967274
608,2396.99329737168,2394.16603755319,2352.44596652607,2397.72826575707,3017.94483186723,3615.08439165218,4178.42316934081,5880.99537570619
609,2396.56418555614,2393.90387136794,2351.43457363801,2397.46178922861,3090.42440908795,3755.47015076351,4381.72676375697,6264.66768806761
610,2396.16177380811,2393.66709476181,2350.6519101195,2397.21188376353,3176.6681189299,3922.53797377516,4622.87078784669,6717.82994158832
611,2395.75128375233,2393.30395997208,2350.32809548995,2396.99094735867,3274.06005601602,4111.33845788323,4894.45032741062,7225.54472372886
612,2395.27365414386,2392.7643881875,2350.22108957218,2396.77456352618,3379.68875141315,4316.20691667498,5188.72756050812,7774.11276091829
613,2394.90962974285,2392.37748281643,2350.0625953632,2396.59346573405,3502.16693931217,4553.44943211634,5529.74973372936,8410.05632644065
614,2394.64853114957,2392.12984414912,2349.50517499839,2396.47978721177,3639.86412746221,4819.30964895797,5911.6588749649,9123.37082356711
615,2394.39864874136,2391.89115469793,2348.79238236476,2396.38439840911,3789.65483012243,5108.16543491833,6326.23976749098,9897.77132761866
616,2394.2191819439,2391.8151412044,2348.54240808672,2396.21613862438,3957.90929124879,5433.52420641502,6794.00379097625,10770.3596199541
617,2394.17983571757,2392.16332265633,2348.85079413977,2395.98235756449,4141.99988402241,5791.5166335195,7309.97219185178,11741.6533637047
618,2394.23650589888,2392.79116361182,2349.38451130288,2395.73912559833,4340.25783198446,6177.95053322309,7867.36522661059,12795.8009088558
619,2394.27767822765,2393.24330916784,2350.11889340563,2395.46836301715,4560.49165463101,6605.84904232319,8483.99279001424,13945.3500670465
620,2394.38015379574,2393.43827312641,2351.31219233043,2395.10864050086,4806.000231904,7082.79220048869,9168.4046683,15210.8318688104
621,2394.56329115997,2393.57808612824,2352.92350306181,2394.69116823556,5072.37679725084,7600.59350225901,9910.01448005711,16579.5072691033
622,2394.62941225753,2393.63266852835,2354.47942408258,2394.33682577186,5355.87140042573,8148.62626673733,10697.9278685751,18014.0189661981
623,2394.32969461176,2393.56179482167,2356.48774270963,2394.00590346892,5695.1268822068,8794.74343299921,11610.158540966,19602.4514623945
624,2393.84308367496,2393.41057577193,2358.93620686728,2393.64874136216,6077.3307998364,9518.41698250009,12622.7240482853,21328.8408320836
625,2393.61355327776,2393.27693613732,2360.57135594944,2393.37129351654,6421.55027776512,10176.448797913,13571.7357997378,22999.7571316754
626,2393.77635340389,2393.12876119137,2361.2288487933,2393.27413459133,6779.52367402717,10865.8337155626,14597.5981286723,24807.8274561126
627,2394.1168061395,2392.91347409324,2361.48987522399,2393.30402039668,7186.61876772002,11649.0266298751,15771.1889804434,26838.0103634613
628,2394.55399346887,2392.69830642967,2361.21927111731,2393.33617672386,7537.34681488909,12331.0195106752,16824.3301822648,28735.3731048175
629,2395.0069973763,2392.55048978737,2360.28187234909,2393.24582936414,7726.21907157982,12716.8043277879,17488.8435613502,30144.9829312768
630,2395.7031495248,2392.52906483104,2357.67963401563,2392.94754223092,7757.59372639288,12830.9734446119,17854.3201985322,31348.9808607945
631,2396.60701836287,2392.56179045944,2353.97585953639,2392.55370806498,7697.43868665191,12788.7282413539,18056.2969847686,32460.3576051622
632,2397.24354105304,2392.51897561038,2351.37740727194,2392.23629589863,7532.67978648677,12530.9742130512,17895.5144624609,32870.4549562306
633,2397.60442500873,2392.30667394039,2349.97891669359,2391.94182219364,7162.59628772547,11875.5614797038,17141.7580745205,32382.2351738936
634,2397.90548913209,2392.0364154058,2348.68782733434,2391.60612476296,6628.16095330821,10912.5816047731,15964.5012822022,31333.0723585414
635,2398.0078378187,2391.88672339412,2347.93019764722,2391.38515466571,6128.83986903315,9991.30224848853,14764.0166554232,29915.9260627684
636,2397.62117313124,2391.85391936417,2348.60440918445,2391.34191752216,5605.17447231554,8984.15649833197,13315.0482090072,27686.609764662
637,2396.88458607115,2391.84416563162,2350.25737490457,2391.39726158148,4991.41672640144,7783.93647255696,11521.7372340456,24718.9366391183
638,2396.30326444215,2391.90074686925,2351.28795037012,2391.49390184616,4477.59850583534,6770.44837755016,9978.45221485823,21982.8657839454
639,2395.93278269559,2392.15019246166,2351.88036166092,2391.78856867098,4088.901692488,5976.94439396331,8685.35696932318,19253.5556401277
640,2395.5516416483,2392.53068874208,2352.70736227413,2392.24178374368,3736.66394224986,5231.68802328451,7390.14417337503,16191.8991957281
641,2395.24941865218,2392.80300580617,2352.90059889822,2392.50194906608,3440.15079069489,4607.002453155,6308.4755984177,13596.4573691726
642,2395.0794926959,2393.06674072582,2351.38975316082,2392.55818354846,3231.69728782557,4167.68204538644,5539.56275647658,11576.0648746474
643,2394.98493748016,2393.4002292452,2348.82116762781,2392.57740172468,3091.97220927943,3860.8729765026,4958.53841593242,9755.84666052037
644,2394.88987242484,2393.53234946848,2346.90148039497,2392.47469903195,2962.74167908299,3582.42615621284,4444.94623272217,8208.79899648916
645,2394.88026156148,2393.3099626708,2345.83942525793,2392.11684882325,2851.41584614417,3351.91474742877,4042.69830184851,7080.00938295882
646,2394.95321307023,2392.88983139481,2344.91581341269,2391.5815995734,2779.79923027887,3206.07361578711,3786.82490809833,6288.3177598173
647,2394.89956259393,2392.46568564597,2344.44539905565,2391.1005094024,2711.24951187561,3066.4962250849,3543.54699208483,5567.34905598686
648,2394.6517454304,2391.91475173227,2344.70137279599,2390.5861115941,2646.79841620653,2936.64581862554,3321.00559422835,4963.04168462306
649,2394.33020279886,2391.20446838674,2345.40069461736,2389.96761978233,2601.59578246594,2848.49349846326,3172.75489075805,4571.15110312487
650,2394.00777922418,2390.66388425236,2346.0237727778,2389.50161261209,2560.17646192553,2766.39451652141,3033.13552600035,4200.02780677966
651,2393.62761180211,2390.28684346082,2346.7050430679,2389.22047058483,2523.4489485959,2691.15600690137,2902.23967609687,3848.50118159047
652,2393.15137256439,2389.93064485239,2347.73799357261,2388.99554823885,2498.77352388742,2639.75936036713,2811.41004547456,3607.67718051598
653,2392.67970843985,2389.71951913295,2348.84161099151,2388.8418852744,2480.36272017147,2600.82121383598,2741.8630708879,3424.32114927704
654,2392.31326635737,2389.7776970084,2349.73488202421,2388.77452139177,2462.42906981942,2562.95820422521,2674.81518909136,3245.19843359448
655,2391.96111243695,2390.32880145195,2350.4746795974,2388.89263783871,2447.52015840358,2530.97295464322,2618.03065751893,3091.14002692368
656,2391.60325044937,2391.18898116331,2351.1621411262,2389.15514220466,2438.34375806735,2510.31655647373,2580.60478551456,2988.50050686397
657,2391.44673379953,2391.87125543818,2351.58265004288,2389.36666370239,2429.35268103878,2490.57834904699,2545.75058769776,2892.33059535214
658,2391.69012177177,2392.46308318134,2352.08325153199,2389.50830849118,2420.85525381049,2472.43334569882,2515.53663474368,2807.58947382653
659,2392.16321905794,2393.16669760772,2352.65134831813,2389.66348329536,2415.10940909926,2460.06734406233,2496.3493838103,2751.66493521131
660,2392.51994717424,2393.6672794782,2352.53286014358,2389.79026817529,2409.49236846929,2448.33585991372,2477.87867924127,2698.25061867213
661,2392.72852031815,2393.79585339756,2350.82544183762,2390.02197024852,2403.77148398332,2437.38581341337,2461.17283184161,2648.96821533958
662,2392.96096722941,2393.73538974957,2348.18357161827,2390.35002375912,2399.12057952376,2429.34211161076,2450.24801677257,2614.41122761974
663,2393.17693123765,2393.6989879636,2346.18840431093,2390.51969945719,2395.02658438434,2422.02725061575,2439.24587491223,2581.73101159138
664,2393.48574160476,2393.64056382808,2344.89694554842,2390.39152734856,2391.71727800102,2415.96964953556,2428.23458384188,2551.71970467682
665,2393.85749504899,2393.46673652652,2343.60075193274,2390.0978627446,2389.35109213269,2411.89716998776,2419.72302550343,2529.5354876475
666,2394.04298608449,2393.3196605808,2342.73280474305,2389.7917143537,2387.31093455749,2407.93147184766,2411.51389731586,2508.87878160596
667,2393.90665658708,2393.2325939852,2342.95067517126,2389.4660191676,2385.87045302755,2404.19743694606,2403.25420412267,2490.41726557342
668,2393.60684038001,2393.16565827369,2343.75575851646,2389.08539111274,2385.17473588252,2401.47331446436,2395.94915547963,2476.61677490402
669,2393.33516989861,2393.15130327776,2343.84677221852,2388.76035429957,2384.41385178183,2398.86081530379,2389.43875587421,2463.87496519967
670,2393.07787283366,2393.29728589944,2342.84452087718,2388.36199907643,2383.67841220508,2396.30574749559,2383.61427095271,2452.69462216142
671,2392.76840978508,2393.51845376753,2341.64143077705,2387.87162596003,2383.30028103772,2394.20486303015,2378.61135532759,2444.41628307409
672,2392.51926255191,2393.55789280367,2340.84365188527,2387.56507431344,2382.83140554797,2392.33628874732,2374.63659693558,2436.69423091529
673,2392.15622119839,2393.21914000384,2339.69752194059,2387.64121495939,2382.0446336881,2390.6971132657,2372.10984498976,2429.89564993879
674,2391.67715455869,2392.71097316014,2338.02653167745,2387.91109467866,2381.21022364206,2389.35924417241,2370.78564380218,2424.87162062575
675,2391.45266258681,2392.3843393884,2337.30256055654,2388.06881677136,2380.62623802554,2388.21303676008,2369.87262395802,2420.00227029488
676,2391.74064229926,2392.27417214198,2338.41072852143,2388.03757050234,2380.43103125108,2387.46298904134,2369.87896946288,2415.19123283248
677,2392.35669296966,2392.19878749878,2340.70389214414,2387.95829175173,2380.46624223719,2387.16585674995,2371.16409251673,2411.24524443194
678,2393.00796793762,2392.18420651149,2343.35553582804,2387.85170374249,2380.58486035854,2386.99038176024,2372.71346599633,2407.89908587251
679,2393.40162054277,2392.25645023278,2345.53914397651,2387.73852969761,2380.63987498982,2386.60530594654,2373.51256277841,2404.88753793345
680,2393.47972257378,2392.60942449217,2347.88547410051,2387.53307203428,2380.7290342837,2385.9237675254,2373.87531817303,2402.35681429076
681,2393.45080714964,2393.1558117196,2350.58261618343,2387.27199276969,2380.92795888909,2385.17063529502,2374.32436616476,2400.38206077385
682,2393.42171960552,2393.49979786839,2352.14005333726,2387.15955452675,2381.056446925,2384.48224700221,2374.15822764206,2398.59145639218
683,2393.28105937769,2393.75551453925,2351.52146056464,2387.29072294754,2381.16268018141,2383.8817695413,2372.69094817919,2397.24702947
684,2393.01555894512,2394.07915920924,2349.69668168294,2387.52747747277,2381.27640000393,2383.31042205036,2370.46516653567,2396.45676576789
685,2392.87926320695,2394.13801664615,2348.18445302627,2387.72460142332,2381.18974384508,2382.7816206418,2368.62229337784,2395.6177804498
686,2392.89295050087,2393.43676634813,2346.3347198113,2387.98544113127,2380.68609836678,2382.25293829084,2366.98528358117,2394.7691466149
687,2392.92415225613,2392.27365705701,2343.80261546098,2388.36069143662,2379.94146934579,2381.7379770183,2365.10293556461,2394.14200484313
688,2392.99704300929,2391.50632740619,2342.56465861886,2388.62615842216,2379.33692290677,2381.33419650502,2363.70542530966,2393.42157151958
689,2393.38478814006,2391.29181208083,2343.27152357144,2388.63322649164,2378.87515596334,2381.1908175852,2362.97551391268,2392.37941727216
690,2394.0072016345,2391.19432457784,2344.78101701911,2388.52276862575,2378.41233026041,2381.20317253362,2362.54917953499,2391.21545105459
691,2394.3584309387,2391.18227174821,2346.38035622627,2388.5048237727,2378.10970916965,2381.08788819205,2362.33642375557,2390.25739674068
692,2394.27378317672,2391.3360366025,2348.42214257374,2388.66102000632,2377.9744305114,2380.697362084,2362.44142749565,2389.57683395264
693,2394.03085885429,2391.62195361623,2350.91564468466,2388.85224524664,2377.91811779575,2380.22957407232,2362.84145775574,2389.01909089636
694,2393.78724549007,2391.83735683783,2352.63308068695,2388.95742821109,2377.95876292905,2379.91952450781,2363.25614523381,2388.57251432116
695,2393.5501295239,2391.99450241006,2353.59680277114,2388.96903281564,2378.08620851577,2379.79101889468,2363.6762883977,2388.23889890238
696,2393.23859649167,2392.19506616833,2354.44974534979,2388.95826919156,2378.30011730341,2379.72726987282,2364.23399381911,2388.02367563941
697,2392.87808255604,2392.37051170005,2354.89499988379,2388.92218537924,2378.63321141274,2379.75238849657,2364.86085435187,2387.92064576762
698,2392.4882309109,2392.48050646932,2354.75054366262,2388.84616871555,2379.09196144997,2379.88061512093,2365.52895336915,2387.92738308704
699,2392.06672989644,2392.54042072201,2354.07688704012,2388.72096239708,2379.65918833734,2380.1058807155,2366.26370508902,2388.04620821154
700,2391.6060833948,2392.56527221822,2352.94092107379,2388.55164825381,2380.33213966963,2380.42183225647,2367.07669863258,2388.27804259727
